切点不管了	切点 不管了
吃喔不管了	吃喔 不管了
吃喔琴房	吃喔 琴房
吃喔圆舞曲	吃喔 圆舞曲
吃喔我家了	吃喔 我家了
吃喔黑键	吃喔 黑键
吃喔末路	吃喔 末路
吃喔软趴趴	吃喔 软趴趴
吃喔大勇	吃喔 大勇
吃喔爱妳	吃喔 爱妳
吃喔卤蛋	吃喔 卤蛋
吃喔月色	吃喔 月色
吃喔大调	吃喔 大调
吃喔练琴	吃喔 练琴
吃喔乐谱	吃喔 乐谱
吃喔孤寂	吃喔 孤寂
吃喔锋头	吃喔 锋头
吃喔古典乐	吃喔 古典乐
吃喔气喘	吃喔 气喘
吃喔阿宝	吃喔 阿宝
吃喔步履	吃喔 步履
吃喔学妹	吃喔 学妹
吃喔小雨	吃喔 小雨
吃喔协奏曲	吃喔 协奏曲
吃喔珍惜	吃喔 珍惜
吃喔回路	吃喔 回路
弹回切点	弹回 切点
弹回不管了	弹回 不管了
弹回琴房	弹回 琴房
弹回圆舞曲	弹回 圆舞曲
弹回我家了	弹回 我家了
弹回黑键	弹回 黑键
弹回末路	弹回 末路
弹回软趴趴	弹回 软趴趴
弹回大勇	弹回 大勇
弹回爱妳	弹回 爱妳
弹回卤蛋	弹回 卤蛋
弹回月色	弹回 月色
弹回大调	弹回 大调
弹回练琴	弹回 练琴
弹回乐谱	弹回 乐谱
弹回孤寂	弹回 孤寂
弹回锋头	弹回 锋头
弹回古典乐	弹回 古典乐
弹回气喘	弹回 气喘
弹回阿宝	弹回 阿宝
弹回步履	弹回 步履
弹回学妹	弹回 学妹
弹回小雨	弹回 小雨
弹回协奏曲	弹回 协奏曲
弹回珍惜	弹回 珍惜
弹回回路	弹回 回路
多听切点	多听 切点
多听不管了	多听 不管了
多听琴房	多听 琴房
多听圆舞曲	多听 圆舞曲
多听我家了	多听 我家了
多听黑键	多听 黑键
多听末路	多听 末路
多听软趴趴	多听 软趴趴
多听大勇	多听 大勇
多听爱妳	多听 爱妳
多听卤蛋	多听 卤蛋
多听月色	多听 月色
多听大调	多听 大调
多听练琴	多听 练琴
多听乐谱	多听 乐谱
多听孤寂	多听 孤寂
多听锋头	多听 锋头
多听古典乐	多听 古典乐
多听气喘	多听 气喘
多听阿宝	多听 阿宝
多听步履	多听 步履
多听学妹	多听 学妹
多听小雨	多听 小雨
多听协奏曲	多听 协奏曲
多听珍惜	多听 珍惜
多听回路	多听 回路
连起切点	连起 切点
连起不管了	连起 不管了
连起琴房	连起 琴房
连起圆舞曲	连起 圆舞曲
连起我家了	连起 我家了
连起黑键	连起 黑键
连起末路	连起 末路
连起软趴趴	连起 软趴趴
连起大勇	连起 大勇
连起爱妳	连起 爱妳
连起卤蛋	连起 卤蛋
连起月色	连起 月色
连起大调	连起 大调
连起练琴	连起 练琴
连起乐谱	连起 乐谱
连起孤寂	连起 孤寂
连起锋头	连起 锋头
连起古典乐	连起 古典乐
连起气喘	连起 气喘
连起阿宝	连起 阿宝
连起步履	连起 步履
连起学妹	连起 学妹
连起小雨	连起 小雨
连起协奏曲	连起 协奏曲
连起珍惜	连起 珍惜
连起回路	连起 回路
萧邦切点	萧邦 切点
萧邦不管了	萧邦 不管了
萧邦琴房	萧邦 琴房
萧邦圆舞曲	萧邦 圆舞曲
萧邦我家了	萧邦 我家了
萧邦黑键	萧邦 黑键
萧邦末路	萧邦 末路
萧邦软趴趴	萧邦 软趴趴
萧邦大勇	萧邦 大勇
萧邦爱妳	萧邦 爱妳
萧邦卤蛋	萧邦 卤蛋
萧邦月色	萧邦 月色
萧邦大调	萧邦 大调
萧邦练琴	萧邦 练琴
萧邦乐谱	萧邦 乐谱
萧邦孤寂	萧邦 孤寂
萧邦锋头	萧邦 锋头
萧邦古典乐	萧邦 古典乐
萧邦气喘	萧邦 气喘
萧邦阿宝	萧邦 阿宝
萧邦步履	萧邦 步履
萧邦学妹	萧邦 学妹
萧邦小雨	萧邦 小雨
萧邦协奏曲	萧邦 协奏曲
萧邦珍惜	萧邦 珍惜
萧邦回路	萧邦 回路
对喔切点	对喔 切点
对喔不管了	对喔 不管了
对喔琴房	对喔 琴房
对喔圆舞曲	对喔 圆舞曲
对喔我家了	对喔 我家了
对喔黑键	对喔 黑键
对喔末路	对喔 末路
对喔软趴趴	对喔 软趴趴
对喔大勇	对喔 大勇
对喔爱妳	对喔 爱妳
对喔卤蛋	对喔 卤蛋
对喔月色	对喔 月色
对喔大调	对喔 大调
对喔练琴	对喔 练琴
对喔乐谱	对喔 乐谱
对喔孤寂	对喔 孤寂
对喔锋头	对喔 锋头
对喔古典乐	对喔 古典乐
对喔气喘	对喔 气喘
对喔阿宝	对喔 阿宝
对喔步履	对喔 步履
对喔学妹	对喔 学妹
对喔小雨	对喔 小雨
对喔协奏曲	对喔 协奏曲
对喔珍惜	对喔 珍惜
对喔回路	对喔 回路
不错切点	不错 切点
不错不管了	不错 不管了
不错琴房	不错 琴房
不错圆舞曲	不错 圆舞曲
不错我家了	不错 我家了
不错黑键	不错 黑键
不错末路	不错 末路
不错软趴趴	不错 软趴趴
不错大勇	不错 大勇
不错爱妳	不错 爱妳
不错卤蛋	不错 卤蛋
不错月色	不错 月色
不错大调	不错 大调
不错练琴	不错 练琴
不错乐谱	不错 乐谱
不错孤寂	不错 孤寂
不错锋头	不错 锋头
不错古典乐	不错 古典乐
不错气喘	不错 气喘
不错阿宝	不错 阿宝
不错步履	不错 步履
不错学妹	不错 学妹
不错小雨	不错 小雨
不错协奏曲	不错 协奏曲
不错珍惜	不错 珍惜
不错回路	不错 回路
男切点	男 切点
男不管了	男 不管了
男琴房	男 琴房
男圆舞曲	男 圆舞曲
男我家了	男 我家了
男黑键	男 黑键
男末路	男 末路
男软趴趴	男 软趴趴
男大勇	男 大勇
男爱妳	男 爱妳
男卤蛋	男 卤蛋
男月色	男 月色
男大调	男 大调
男练琴	男 练琴
男乐谱	男 乐谱
男孤寂	男 孤寂
男锋头	男 锋头
男古典乐	男 古典乐
男气喘	男 气喘
男阿宝	男 阿宝
男步履	男 步履
男学妹	男 学妹
男小雨	男 小雨
男协奏曲	男 协奏曲
男珍惜	男 珍惜
男回路	男 回路
秘密切点	秘密 切点
秘密不管了	秘密 不管了
秘密琴房	秘密 琴房
秘密圆舞曲	秘密 圆舞曲
秘密我家了	秘密 我家了
秘密黑键	秘密 黑键
秘密末路	秘密 末路
秘密软趴趴	秘密 软趴趴
秘密大勇	秘密 大勇
秘密爱妳	秘密 爱妳
秘密卤蛋	秘密 卤蛋
秘密月色	秘密 月色
秘密大调	秘密 大调
秘密练琴	秘密 练琴
秘密乐谱	秘密 乐谱
秘密孤寂	秘密 孤寂
秘密锋头	秘密 锋头
秘密古典乐	秘密 古典乐
秘密气喘	秘密 气喘
秘密阿宝	秘密 阿宝
秘密步履	秘密 步履
秘密学妹	秘密 学妹
秘密小雨	秘密 小雨
秘密协奏曲	秘密 协奏曲
秘密珍惜	秘密 珍惜
秘密回路	秘密 回路
坏切点	坏 切点
坏不管了	坏 不管了
坏琴房	坏 琴房
坏圆舞曲	坏 圆舞曲
坏我家了	坏 我家了
坏黑键	坏 黑键
坏末路	坏 末路
坏软趴趴	坏 软趴趴
坏大勇	坏 大勇
坏爱妳	坏 爱妳
坏卤蛋	坏 卤蛋
坏月色	坏 月色
坏大调	坏 大调
坏练琴	坏 练琴
坏乐谱	坏 乐谱
坏孤寂	坏 孤寂
坏锋头	坏 锋头
坏古典乐	坏 古典乐
坏气喘	坏 气喘
坏阿宝	坏 阿宝
坏步履	坏 步履
坏学妹	坏 学妹
坏小雨	坏 小雨
坏协奏曲	坏 协奏曲
坏珍惜	坏 珍惜
坏回路	坏 回路
新来切点	新来 切点
新来不管了	新来 不管了
新来琴房	新来 琴房
新来圆舞曲	新来 圆舞曲
新来我家了	新来 我家了
新来黑键	新来 黑键
新来末路	新来 末路
新来软趴趴	新来 软趴趴
新来大勇	新来 大勇
新来爱妳	新来 爱妳
新来卤蛋	新来 卤蛋
新来月色	新来 月色
新来大调	新来 大调
新来练琴	新来 练琴
新来乐谱	新来 乐谱
新来孤寂	新来 孤寂
新来锋头	新来 锋头
新来古典乐	新来 古典乐
新来气喘	新来 气喘
新来阿宝	新来 阿宝
新来步履	新来 步履
新来学妹	新来 学妹
新来小雨	新来 小雨
新来协奏曲	新来 协奏曲
新来珍惜	新来 珍惜
新来回路	新来 回路
不舒服切点	不舒服 切点
不舒服不管了	不舒服 不管了
不舒服琴房	不舒服 琴房
不舒服圆舞曲	不舒服 圆舞曲
不舒服我家了	不舒服 我家了
不舒服黑键	不舒服 黑键
不舒服末路	不舒服 末路
不舒服软趴趴	不舒服 软趴趴
不舒服大勇	不舒服 大勇
不舒服爱妳	不舒服 爱妳
不舒服卤蛋	不舒服 卤蛋
不舒服月色	不舒服 月色
不舒服大调	不舒服 大调
不舒服练琴	不舒服 练琴
不舒服乐谱	不舒服 乐谱
不舒服孤寂	不舒服 孤寂
不舒服锋头	不舒服 锋头
不舒服古典乐	不舒服 古典乐
不舒服气喘	不舒服 气喘
不舒服阿宝	不舒服 阿宝
不舒服步履	不舒服 步履
不舒服学妹	不舒服 学妹
不舒服小雨	不舒服 小雨
不舒服协奏曲	不舒服 协奏曲
不舒服珍惜	不舒服 珍惜
不舒服回路	不舒服 回路
不同切点	不同 切点
不同不管了	不同 不管了
不同琴房	不同 琴房
不同圆舞曲	不同 圆舞曲
不同我家了	不同 我家了
不同黑键	不同 黑键
不同末路	不同 末路
不同软趴趴	不同 软趴趴
不同大勇	不同 大勇
不同爱妳	不同 爱妳
不同卤蛋	不同 卤蛋
不同月色	不同 月色
不同大调	不同 大调
不同练琴	不同 练琴
不同乐谱	不同 乐谱
不同孤寂	不同 孤寂
不同锋头	不同 锋头
不同古典乐	不同 古典乐
不同气喘	不同 气喘
不同阿宝	不同 阿宝
不同步履	不同 步履
不同学妹	不同 学妹
不同小雨	不同 小雨
不同协奏曲	不同 协奏曲
不同珍惜	不同 珍惜
不同回路	不同 回路
最后切点	最后 切点
最后不管了	最后 不管了
最后琴房	最后 琴房
最后圆舞曲	最后 圆舞曲
最后我家了	最后 我家了
最后黑键	最后 黑键
最后末路	最后 末路
最后软趴趴	最后 软趴趴
最后大勇	最后 大勇
最后爱妳	最后 爱妳
最后卤蛋	最后 卤蛋
最后月色	最后 月色
最后大调	最后 大调
最后练琴	最后 练琴
最后乐谱	最后 乐谱
最后孤寂	最后 孤寂
最后锋头	最后 锋头
最后古典乐	最后 古典乐
最后气喘	最后 气喘
最后阿宝	最后 阿宝
最后步履	最后 步履
最后学妹	最后 学妹
最后小雨	最后 小雨
最后协奏曲	最后 协奏曲
最后珍惜	最后 珍惜
最后回路	最后 回路
不可能切点	不可能 切点
不可能不管了	不可能 不管了
不可能琴房	不可能 琴房
不可能圆舞曲	不可能 圆舞曲
不可能我家了	不可能 我家了
不可能黑键	不可能 黑键
不可能末路	不可能 末路
不可能软趴趴	不可能 软趴趴
不可能大勇	不可能 大勇
不可能爱妳	不可能 爱妳
不可能卤蛋	不可能 卤蛋
不可能月色	不可能 月色
不可能大调	不可能 大调
不可能练琴	不可能 练琴
不可能乐谱	不可能 乐谱
不可能孤寂	不可能 孤寂
不可能锋头	不可能 锋头
不可能古典乐	不可能 古典乐
不可能气喘	不可能 气喘
不可能阿宝	不可能 阿宝
不可能步履	不可能 步履
不可能学妹	不可能 学妹
不可能小雨	不可能 小雨
不可能协奏曲	不可能 协奏曲
不可能珍惜	不可能 珍惜
不可能回路	不可能 回路
这样切点	这样 切点
这样不管了	这样 不管了
这样琴房	这样 琴房
这样圆舞曲	这样 圆舞曲
这样我家了	这样 我家了
这样黑键	这样 黑键
这样末路	这样 末路
这样软趴趴	这样 软趴趴
这样大勇	这样 大勇
这样爱妳	这样 爱妳
这样卤蛋	这样 卤蛋
这样月色	这样 月色
这样大调	这样 大调
这样练琴	这样 练琴
这样乐谱	这样 乐谱
这样孤寂	这样 孤寂
这样锋头	这样 锋头
这样古典乐	这样 古典乐
这样气喘	这样 气喘
这样阿宝	这样 阿宝
这样步履	这样 步履
这样学妹	这样 学妹
这样小雨	这样 小雨
这样协奏曲	这样 协奏曲
这样珍惜	这样 珍惜
这样回路	这样 回路
臭切点	臭 切点
臭不管了	臭 不管了
臭琴房	臭 琴房
臭圆舞曲	臭 圆舞曲
臭我家了	臭 我家了
臭黑键	臭 黑键
臭末路	臭 末路
臭软趴趴	臭 软趴趴
臭大勇	臭 大勇
臭爱妳	臭 爱妳
臭卤蛋	臭 卤蛋
臭月色	臭 月色
臭大调	臭 大调
臭练琴	臭 练琴
臭乐谱	臭 乐谱
臭孤寂	臭 孤寂
臭锋头	臭 锋头
臭古典乐	臭 古典乐
臭气喘	臭 气喘
臭阿宝	臭 阿宝
臭步履	臭 步履
臭学妹	臭 学妹
臭小雨	臭 小雨
臭协奏曲	臭 协奏曲
臭珍惜	臭 珍惜
臭回路	臭 回路
哈啰切点	哈啰 切点
哈啰不管了	哈啰 不管了
哈啰琴房	哈啰 琴房
哈啰圆舞曲	哈啰 圆舞曲
哈啰我家了	哈啰 我家了
哈啰黑键	哈啰 黑键
哈啰末路	哈啰 末路
哈啰软趴趴	哈啰 软趴趴
哈啰大勇	哈啰 大勇
哈啰爱妳	哈啰 爱妳
哈啰卤蛋	哈啰 卤蛋
哈啰月色	哈啰 月色
哈啰大调	哈啰 大调
哈啰练琴	哈啰 练琴
哈啰乐谱	哈啰 乐谱
哈啰孤寂	哈啰 孤寂
哈啰锋头	哈啰 锋头
哈啰古典乐	哈啰 古典乐
哈啰气喘	哈啰 气喘
哈啰阿宝	哈啰 阿宝
哈啰步履	哈啰 步履
哈啰学妹	哈啰 学妹
哈啰小雨	哈啰 小雨
哈啰协奏曲	哈啰 协奏曲
哈啰珍惜	哈啰 珍惜
哈啰回路	哈啰 回路
来来来切点	来来来 切点
来来来不管了	来来来 不管了
来来来琴房	来来来 琴房
来来来圆舞曲	来来来 圆舞曲
来来来我家了	来来来 我家了
来来来黑键	来来来 黑键
来来来末路	来来来 末路
来来来软趴趴	来来来 软趴趴
来来来大勇	来来来 大勇
来来来爱妳	来来来 爱妳
来来来卤蛋	来来来 卤蛋
来来来月色	来来来 月色
来来来大调	来来来 大调
来来来练琴	来来来 练琴
来来来乐谱	来来来 乐谱
来来来孤寂	来来来 孤寂
来来来锋头	来来来 锋头
来来来古典乐	来来来 古典乐
来来来气喘	来来来 气喘
来来来阿宝	来来来 阿宝
来来来步履	来来来 步履
来来来学妹	来来来 学妹
来来来小雨	来来来 小雨
来来来协奏曲	来来来 协奏曲
来来来珍惜	来来来 珍惜
来来来回路	来来来 回路
切点饿喔	切点 饿喔
切点求出	切点 求出
切点聊啊	切点 聊啊
切点橄榄球队	切点 橄榄球队
切点求学	切点 求学
切点琴弹	切点 琴弹
切点在一起	切点 在一起
切点吃喔	切点 吃喔
切点弹回	切点 弹回
切点多听	切点 多听
切点连起	切点 连起
切点萧邦	切点 萧邦
切点对喔	切点 对喔
不管了饿喔	不管了 饿喔
不管了求出	不管了 求出
不管了聊啊	不管了 聊啊
不管了橄榄球队	不管了 橄榄球队
不管了求学	不管了 求学
不管了琴弹	不管了 琴弹
不管了在一起	不管了 在一起
不管了吃喔	不管了 吃喔
不管了弹回	不管了 弹回
不管了多听	不管了 多听
不管了连起	不管了 连起
不管了萧邦	不管了 萧邦
不管了对喔	不管了 对喔
琴房饿喔	琴房 饿喔
琴房求出	琴房 求出
琴房聊啊	琴房 聊啊
琴房橄榄球队	琴房 橄榄球队
琴房求学	琴房 求学
琴房琴弹	琴房 琴弹
琴房在一起	琴房 在一起
琴房吃喔	琴房 吃喔
琴房弹回	琴房 弹回
琴房多听	琴房 多听
琴房连起	琴房 连起
琴房萧邦	琴房 萧邦
琴房对喔	琴房 对喔
圆舞曲饿喔	圆舞曲 饿喔
圆舞曲求出	圆舞曲 求出
圆舞曲聊啊	圆舞曲 聊啊
圆舞曲橄榄球队	圆舞曲 橄榄球队
圆舞曲求学	圆舞曲 求学
圆舞曲琴弹	圆舞曲 琴弹
圆舞曲在一起	圆舞曲 在一起
圆舞曲吃喔	圆舞曲 吃喔
圆舞曲弹回	圆舞曲 弹回
圆舞曲多听	圆舞曲 多听
圆舞曲连起	圆舞曲 连起
圆舞曲萧邦	圆舞曲 萧邦
圆舞曲对喔	圆舞曲 对喔
我家了饿喔	我家了 饿喔
我家了求出	我家了 求出
我家了聊啊	我家了 聊啊
我家了橄榄球队	我家了 橄榄球队
我家了求学	我家了 求学
我家了琴弹	我家了 琴弹
我家了在一起	我家了 在一起
我家了吃喔	我家了 吃喔
我家了弹回	我家了 弹回
我家了多听	我家了 多听
我家了连起	我家了 连起
我家了萧邦	我家了 萧邦
我家了对喔	我家了 对喔
黑键饿喔	黑键 饿喔
黑键求出	黑键 求出
黑键聊啊	黑键 聊啊
黑键橄榄球队	黑键 橄榄球队
黑键求学	黑键 求学
黑键琴弹	黑键 琴弹
黑键在一起	黑键 在一起
黑键吃喔	黑键 吃喔
黑键弹回	黑键 弹回
黑键多听	黑键 多听
黑键连起	黑键 连起
黑键萧邦	黑键 萧邦
黑键对喔	黑键 对喔
末路饿喔	末路 饿喔
末路求出	末路 求出
末路聊啊	末路 聊啊
末路橄榄球队	末路 橄榄球队
末路求学	末路 求学
末路琴弹	末路 琴弹
末路在一起	末路 在一起
末路吃喔	末路 吃喔
末路弹回	末路 弹回
末路多听	末路 多听
末路连起	末路 连起
末路萧邦	末路 萧邦
末路对喔	末路 对喔
软趴趴饿喔	软趴趴 饿喔
软趴趴求出	软趴趴 求出
软趴趴聊啊	软趴趴 聊啊
软趴趴橄榄球队	软趴趴 橄榄球队
软趴趴求学	软趴趴 求学
软趴趴琴弹	软趴趴 琴弹
软趴趴在一起	软趴趴 在一起
软趴趴吃喔	软趴趴 吃喔
软趴趴弹回	软趴趴 弹回
软趴趴多听	软趴趴 多听
软趴趴连起	软趴趴 连起
软趴趴萧邦	软趴趴 萧邦
软趴趴对喔	软趴趴 对喔
大勇饿喔	大勇 饿喔
大勇求出	大勇 求出
大勇聊啊	大勇 聊啊
大勇橄榄球队	大勇 橄榄球队
大勇求学	大勇 求学
大勇琴弹	大勇 琴弹
大勇在一起	大勇 在一起
大勇吃喔	大勇 吃喔
大勇弹回	大勇 弹回
大勇多听	大勇 多听
大勇连起	大勇 连起
大勇萧邦	大勇 萧邦
大勇对喔	大勇 对喔
爱妳饿喔	爱妳 饿喔
爱妳求出	爱妳 求出
爱妳聊啊	爱妳 聊啊
爱妳橄榄球队	爱妳 橄榄球队
爱妳求学	爱妳 求学
爱妳琴弹	爱妳 琴弹
爱妳在一起	爱妳 在一起
爱妳吃喔	爱妳 吃喔
爱妳弹回	爱妳 弹回
爱妳多听	爱妳 多听
爱妳连起	爱妳 连起
爱妳萧邦	爱妳 萧邦
爱妳对喔	爱妳 对喔
卤蛋饿喔	卤蛋 饿喔
卤蛋求出	卤蛋 求出
卤蛋聊啊	卤蛋 聊啊
卤蛋橄榄球队	卤蛋 橄榄球队
卤蛋求学	卤蛋 求学
卤蛋琴弹	卤蛋 琴弹
卤蛋在一起	卤蛋 在一起
卤蛋吃喔	卤蛋 吃喔
卤蛋弹回	卤蛋 弹回
卤蛋多听	卤蛋 多听
卤蛋连起	卤蛋 连起
卤蛋萧邦	卤蛋 萧邦
卤蛋对喔	卤蛋 对喔
月色饿喔	月色 饿喔
月色求出	月色 求出
月色聊啊	月色 聊啊
月色橄榄球队	月色 橄榄球队
月色求学	月色 求学
月色琴弹	月色 琴弹
月色在一起	月色 在一起
月色吃喔	月色 吃喔
月色弹回	月色 弹回
月色多听	月色 多听
月色连起	月色 连起
月色萧邦	月色 萧邦
月色对喔	月色 对喔
大调饿喔	大调 饿喔
大调求出	大调 求出
大调聊啊	大调 聊啊
大调橄榄球队	大调 橄榄球队
大调求学	大调 求学
大调琴弹	大调 琴弹
大调在一起	大调 在一起
大调吃喔	大调 吃喔
大调弹回	大调 弹回
大调多听	大调 多听
大调连起	大调 连起
大调萧邦	大调 萧邦
大调对喔	大调 对喔
练琴饿喔	练琴 饿喔
练琴求出	练琴 求出
练琴聊啊	练琴 聊啊
练琴橄榄球队	练琴 橄榄球队
练琴求学	练琴 求学
练琴琴弹	练琴 琴弹
练琴在一起	练琴 在一起
练琴吃喔	练琴 吃喔
练琴弹回	练琴 弹回
练琴多听	练琴 多听
练琴连起	练琴 连起
练琴萧邦	练琴 萧邦
练琴对喔	练琴 对喔
乐谱饿喔	乐谱 饿喔
乐谱求出	乐谱 求出
乐谱聊啊	乐谱 聊啊
乐谱橄榄球队	乐谱 橄榄球队
